"File Name","Download Date",User,"First Name","Last Name",Affiliation,Study,"PCRC Member"
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/16/2022 - 06:20",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/16/2022 - 06:20",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - Long 14-06p.docx","04/16/2022 - 06:20",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/16/2022 - 06:20",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary_Mack.docx","04/16/2022 - 06:20",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary.docx","04/15/2022 - 16:13",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/15/2022 - 15:42",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/15/2022 - 15:42",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","04/15/2022 - 15:42",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","04/15/2022 - 15:42",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"04/15/2022 - 15:42",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","04/15/2022 - 15:42",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","04/15/2022 - 15:42",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/15/2022 - 15:42",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","04/15/2022 - 15:42",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
StudySummary100819.docx,"04/15/2022 - 15:41",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","04/15/2022 - 15:41",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","04/15/2022 - 15:41",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary - REST.pdf","04/15/2022 - 15:41",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 14-09 Ferrell-protected.pdf","04/15/2022 - 15:41",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","04/15/2022 - 15:41",Anonymous,,,,"Statin Discontinuation",
"Study Summary - Long 14-06p.docx","04/15/2022 - 12:37",Anonymous,,,,"Family Experiences in ICU Transfers",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/15/2022 - 12:28",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"04/15/2022 - 12:20",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","04/15/2022 - 12:10",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","04/15/2022 - 12:01",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"GOC - DISC Data Repository - Study Summary.docx","04/15/2022 - 11:52",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/15/2022 - 11:44",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/15/2022 - 11:35",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","04/15/2022 - 11:26",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary.docx","04/15/2022 - 11:18",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","04/15/2022 - 11:10",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary Template.docx","04/15/2022 - 11:01",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - PCDM.pdf","04/15/2022 - 10:54",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","04/15/2022 - 10:46",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
StudySummary100819.docx,"04/15/2022 - 10:38",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/14/2022 - 12:09",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/14/2022 - 12:09",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","04/14/2022 - 12:09",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","04/14/2022 - 12:08",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"04/14/2022 - 12:08",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","04/14/2022 - 12:08",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","04/14/2022 - 12:08",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/14/2022 - 12:08",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","04/14/2022 - 12:08",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"GOC - DISC Data Repository - Study Summary.docx","04/14/2022 - 06:25",Anonymous,,,,"Goals of Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/13/2022 - 23:55",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/13/2022 - 23:55",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","04/13/2022 - 23:55",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","04/13/2022 - 23:54",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"04/13/2022 - 23:54",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","04/13/2022 - 23:53",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","04/13/2022 - 23:52",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/13/2022 - 23:52",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","04/13/2022 - 23:52",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - PCDM.pdf","04/13/2022 - 23:14",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/13/2022 - 11:57",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","04/12/2022 - 11:29",Anonymous,,,,"Statin Discontinuation",
"Study Summary - REST.pdf","04/12/2022 - 02:51",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/11/2022 - 22:56",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/11/2022 - 22:55",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","04/11/2022 - 22:55",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","04/11/2022 - 22:55",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"04/11/2022 - 22:55",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","04/11/2022 - 22:55",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","04/11/2022 - 22:55",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/11/2022 - 22:55",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","04/11/2022 - 22:55",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - Long 14-06p.docx","04/11/2022 - 17:36",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/11/2022 - 14:44",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/11/2022 - 14:44",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"GOC - DISC Data Repository - Study Summary.docx","04/11/2022 - 14:44",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","04/11/2022 - 14:44",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"04/11/2022 - 14:44",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary_Mack.docx","04/11/2022 - 14:43",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary - Long 14-06p.docx","04/11/2022 - 14:43",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/11/2022 - 14:43",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","04/11/2022 - 14:43",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - PCDM.pdf","04/11/2022 - 08:08",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/10/2022 - 20:25",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary 14-09 Ferrell-protected.pdf","04/10/2022 - 19:02",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"DISC Data Repository - Study Summary Template.docx","04/10/2022 - 17:40",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","04/10/2022 - 11:39",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","04/10/2022 - 10:24",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","04/09/2022 - 14:32",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","04/09/2022 - 14:31",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","04/09/2022 - 14:31",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","04/09/2022 - 14:31",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"04/09/2022 - 14:31",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","04/09/2022 - 14:31",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","04/09/2022 - 14:31",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","04/09/2022 - 14:31",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","04/09/2022 - 14:31",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary 14-09 Ferrell-protected.pdf","04/08/2022 - 23:59",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","04/08/2022 - 12:52",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","04/08/2022 - 12:11",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","04/08/2022 - 12:11",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"04/08/2022 - 12:11",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","04/08/2022 - 12:10",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","04/08/2022 - 12:10",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","04/08/2022 - 12:10",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 14-09 Ferrell-protected.pdf","04/08/2022 - 12:07",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","04/08/2022 - 12:07",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"04/08/2022 - 12:07",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","04/08/2022 - 12:07",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","04/08/2022 - 12:07",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","04/08/2022 - 12:07",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
